#Pro.,Eco.,Descripció,Crèdits inicials,Modificacions de crèdit,Crèdits totals consignats,Obligacions reconegudes
9200,633200,PROGRAMA COMPLEMENTAR (BIBLIOPATI),25000,0,25000,0
9200,633300,PROGRAMA COMPLEMENTARI (ACS PAVELLÓ),36000,0,36000,0
9200,623100,CALEFACCIÓ VESTIDORS PISCINES,14000,0,14000,0
9200,635000,ARMARIS VESTIDORS POLICIA LOCAL,7500,0,7500,7856.97
9200,635100,CADIRES CAN DOTRAS,2100,0,2100,2141.7
9200,623300,MEGAFONIA PISTA PAVELLÓ,12800,0,12800,12738.83
9200,610200,MILLORA CAMINS DEL TENES,0,48227.33,48227.33,48227.33
9200,610300,INVERSIONS2018 PRESSUPOSTOS PARTICIPATIUS,0,0,0,0
9200,610500,MILLORA CAMINS HORTS,0,0,0,0
9200,610600,MILLORA CAMINS TENES,0,0,0,0
9200,610700,INVERSIONS ESCOLA BRESSOL,0,0,0,0
9200,610800,"PROGRAMA COMPLEMENTARI CULTURA, ESPORTS, BIBLIOTECA, ETC",0,0,0,0
9200,610900,PROGRAMA COMPLEMENTARI POLÍGONS INDUSTRIALS,0,0,0,0
9200,624000,INVERSIÓ VEHICLE MUNICIPAL (POLICIA LOCAL),0,0,0,0
9200,480011,ASSISTÈNCIA TÈCNICA TAG JURIDIC CCVO,16400,0,16400,0
9200,207100,RANTING VEHICLE POLICIA LOCAL,26300,0,26300,9779.14
9200,209100,RENTING GRADES RETRÀCTILS SALA POLIVALENT,26500,0,26500,0
9200,619000,MILLORA XARXA AIGUA POTABLE ZONA VILARDEBÓ,75000,0,75000,0
9200,619100,CLAVEGUERAM,75000,0,75000,0
9200,619200,SOTERRAMEJT LINIES ENDESA CARRER VIC,20000,0,20000,0
9200,619300,ESPAI AUTOCARAVANES,20000,0,20000,0
9200,619400,OBRES COMPLEMENTÀRIES 1A FASE ADIF (M.BIADA I E. LLIMONA),50000,0,50000,3136.26
9200,619500,OBRES ADAPTACIÓ CESSIÓ DANIEL OJEDA,30000,0,30000,0
9200,619600,REMODELACIÓ PARC SANT CRIST,60000,0,60000,49964.93
9200,619700,REMODELACIÓ PARC CUCURNY,60000,0,60000,0
9200,619800,EQUIPS DE RECÀRREGA PER A VEHICLES ELÈCTRICS,0,80000,80000,1156.29
9210,131000,RETRIBUCIONS PERSONAL TEMPORAL NETEJA EDIFICIS MUNICIPALS,202130,0,202130,111066.69
9210,130000,RETRIBUCIONS PERSONAL FIXE NETEJA EDIFICIS MUNICIPALS,18444,0,18444,9673.94
9240,226020,PUBLICITAT I PROPAGANDA,12000,0,12000,6977.06
9240,226990,DESPESES DE FUNCIONAMENT SERVEI DE COMUNICACIÓ,500,0,500,0
9240,467001,APORTACIÓ CONSORCI TELEDIGITAL MOLLET,50000,0,50000,0
9240,227000,PRESTACIÓ DE SERVEIS DE DISSENY I COMUNICACIÓ,5000,0,5000,0
9240,467000,APORTACIÓ CONSORCI LOCALRET,1200,0,1200,1023.52
9290,555000,FONS DE CONTINGÈNCIA,300000,0,300000,0
#,,,13288100,980313.82,14268413.82,6975526.73
